,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations,label
10,13441699,2021-10-18 14:01:02,0x98e225063a4dd9029880b911a0ac040e500abac330d7de0bffd5449c879648d1,15,0x038efc17f0605725627afbe929dd8e4ded4e980a03450e0422015052de3fc012,0x0254cc250b4874cf5d251b0607342733059eeb72,0x7d12ef97d1536b07b86ec03ebcc4f87c132486cc,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,5396,MetalootProject,MTL,0,139,62583,58220260918,62583,7508266,deprecated,3187648,Art
11,14215860,2022-02-16 08:37:32,0x8634d393f2dc9b37da2b87b44960a7560569b650601226ea78a930bb15a170f8,93,0xdaed47889d25974214cb2b578e7ec0ffa9d035436bcb542ae87140bb060f4b96,0x5c93b5ef5d9497bd35437089f52623d1fca22647,0x4db1f25d3d98600140dfc18deb7515be5bd293af,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,1039,HAPE PRIME,HAPE,0,180,63531,63392184120,63531,16433732,deprecated,2413487,Art
12,14431855,2022-03-21 21:33:34,0x26964d7050ad0cdca4a30ff436e8619d2f8058e77f9122dbac4c51381745019f,705,0xc97ea7fa6e58eddc190a4fc410054cb15f909da793742af09bcce018a127e1e3,0x0000000000000000000000000000000000000000,0x6fa9f4b50e2950a8137a76649193816fb29dad2c,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,6922,HAPEBADGE,HAPEBADGE,0,17,522803,46005529017,454612,1792250,deprecated,2197492,Art
13,14456780,2022-03-25 18:29:04,0x326a7369eac2ae1256c770d0d1cba0b65778a2bdb1bdece6133122ad074f04c7,12,0x40b1d85354ad8574639fb4a4ad97dbde25519702426d8da0e6b69144223ae39d,0xa1c3ebeb17398c1198c9d7548ab22e1d43fb8988,0x912bd44a978dbfc3e9fce19eb80cdb7f27295cdc,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2,squaremen.xyz,SQMEN,0,56,63475,87831249372,63475,3773366,deprecated,2172567,Art
14,14486654,2022-03-30 10:56:11,0xa6ef29d73206118259b1cc8ad36befab1399b30f6d3135f8a9520c4b44a85f12,68,0x104387705621451a0b0b4eeb12631a834a783963d3115aabdc7e05340a69f88a,0x5c108c488df3b5742fe71e387a899687f959093e,0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,4038732546652938959243193607223298237754456837056181254178225561621533011546,Ethereum Name Service,ENS,0,53,63115,27641164949,63115,3694612,deprecated,2142693,Art
15,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x7eb413211a9de1cd2fe8b8bb6055636c43f7d206,47,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
16,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xf0d6999725115e3ead3d927eb3329d63afaec09b,40,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
17,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xe21dc18513e3e68a52f9fcdacfd56948d43a11c6,17,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
18,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x2ce780d7c743a57791b835a9d6f998b15bbba5a4,35,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
19,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xfded90a3b1348425577688866f798f94d77a0d02,57,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
20,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xe4bbcbff51e61d0d95fcc5016609ac8354b177c4,2,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
21,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x0f0eae91990140c560d4156db4f00c854dc8f09e,13,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
22,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,1,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
23,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,6,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
24,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x7d4823262bd2c6e4fa78872f2587dda2a65828ed,50,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
25,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x54be3a794282c030b15e43ae2bb182e14c409c5e,25,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
26,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x9c5083dd4838e120dbeac44c052179692aa5dac5,34,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
27,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xf3477a11f998d51df1b667b78fee8c2302d14bb0,20,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
28,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x8b51c1ba09ee33e7649cac62ccb6d0f410f5647a,8,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
29,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xb32b4350c25141e779d392c1dbe857b62b60b4c9,30,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
30,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xfe5573c66273313034f7ff6050c54b5402553716,16,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
31,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xae4d837caa0c53579f8a156633355df5058b02f3,19,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
32,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x38a4d889a1979133fbc1d58f970f0953e3715c26,15,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
33,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x6186290b28d511bff971631c916244a9fc539cfe,38,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
34,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xab6ca2017548a170699890214bfd66583a0c1754,5,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
35,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x0b8f4c4e7626a91460dac057eb43e0de59d5b44f,23,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
36,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xf476cd75be8fdd197ae0b466a2ec2ae44da41897,44,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
37,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xce90a7949bb78892f159f428d0dc23a8e3584d75,4,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
38,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x721931508df2764fd4f70c53da646cb8aed16ace,54,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
39,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x0a2542a170aa02b96b588aa3af8b09ab22a9d7ac,41,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
40,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,56,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
41,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xd6a984153acb6c9e2d788f08c2465a1358bb89a7,55,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
42,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,42,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
43,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x7eb413211a9de1cd2fe8b8bb6055636c43f7d206,49,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
44,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xf0d6999725115e3ead3d927eb3329d63afaec09b,52,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
45,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xe21dc18513e3e68a52f9fcdacfd56948d43a11c6,9,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
46,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x2ce780d7c743a57791b835a9d6f998b15bbba5a4,24,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
47,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xfded90a3b1348425577688866f798f94d77a0d02,33,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
48,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xe4bbcbff51e61d0d95fcc5016609ac8354b177c4,48,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
49,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x0f0eae91990140c560d4156db4f00c854dc8f09e,12,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
50,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,18,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
51,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,10,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
52,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x7d4823262bd2c6e4fa78872f2587dda2a65828ed,37,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
53,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x54be3a794282c030b15e43ae2bb182e14c409c5e,27,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
54,14495106,2022-03-31 18:42:33,0xc8616aec84c14fe8d7bb73c4c2e0b8ab1b706c2f4b903073009c4554e0320229,46,0x10fcb4bf85a458b20071ff508cc6140edd4305f98edfe55402485f527835e241,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0xfc5d9258cc6d21d21c16aaec1daa52759c92ce30,0x9c5083dd4838e120dbeac44c052179692aa5dac5,11,BAYC Otherside Land,BAYC,0,276,238585,63612795727,196630,22582601,deprecated,2134241,Art
